timestamp,mem_used_MiB,mem_total_MiB,gpu_util,mem_util,power_W,temp_C
2026/04/19 21:49:34.288, 31110, 32607, 100, 65, 467.64, 44
2026/04/19 21:49:35.305, 31110, 32607, 100, 48, 532.68, 53
