timestamp,mem_used_MiB,mem_total_MiB,gpu_util,mem_util,power_W,temp_C
2026/04/19 21:49:39.186, 31110, 32607, 100, 52, 588.91, 47
2026/04/19 21:49:40.205, 31110, 32607, 100, 54, 560.00, 55
