timestamp,mem_used_MiB,mem_total_MiB,gpu_util,mem_util,power_W,temp_C
2026/04/19 21:49:36.008, 31110, 32607, 83, 71, 578.16, 46
2026/04/19 21:49:37.024, 31110, 32607, 100, 49, 525.76, 53
